ID;Nome Completo;Gênero;Data de Nascimento;Idade;Estado Civil;Cargo;Departamento;Data de Admissão;Salário (R$);Tipo de Contrato;Escolaridade;Status;Cidade;Estado;Home Office;Avaliação de Desempenho (0-10);Faltas no Ano;Treinamentos Concluídos
685;Davi Araújo;Feminino;1972-12-29;52;Casado(a);Gerente de Projetos;Tecnologia da Informação;2007-11-09;7294.91;PJ;Superior Incompleto;Desligado;Duarte;PE;Não;6.3;19;3
686;Dr. Erick da Costa;Outro;2001-01-12;24;Casado(a);Desenvolvedor;Marketing;2005-11-30;4257.12;CLT;Superior Completo;Ativo;Correia;BA;Sim;5.9;15;15
687;Elisa Ribeiro;Outro;1985-10-25;39;Solteiro(a);Analista de RH;Recursos Humanos;2017-12-13;2899.12;CLT;Ensino Médio;Ativo;da Paz do Sul;RS;Sim;3.8;16;8
688;Murilo Pinto;Feminino;1985-02-05;40;Viúvo(a);Auxiliar de Logística;Logística;2018-07-19;1800.62;Temporário;Superior Completo;Desligado;da Mata das Pedras;RS;Não;6.7;12;1
689;Carolina Farias;Feminino;1994-06-23;30;Divorciado(a);Desenvolvedor;Recursos Humanos;2019-04-10;5370.76;Estágio;Superior Incompleto;Ativo;Lima;GO;Sim;8.7;8;7
690;Luiz Miguel Pires;Feminino;1992-02-16;33;Viúvo(a);Designer Gráfico;Administrativo;2006-03-29;3920.09;Estágio;Pós-graduação;Ativo;Caldeira de Minas;SP;Não;0.2;11;1
691;Lucas Alves;Outro;1997-12-16;27;Divorciado(a);Analista Financeiro;Tecnologia da Informação;2004-08-13;4213.53;Estágio;Ensino Médio;Desligado;da Costa do Sul;PE;Não;9.9;3;12
692;Sr. Matheus Cavalcanti;Feminino;1997-09-05;27;Casado(a);Gerente de Projetos;Logística;2023-01-15;11381.17;CLT;Superior Incompleto;Desligado;Monteiro de Goiás;RJ;Não;8.3;17;14
693;Catarina da Mata;Masculino;1985-02-07;40;Viúvo(a);Desenvolvedor;Financeiro;2012-12-06;5987.93;PJ;Superior Incompleto;Ativo;Porto;MG;Sim;1.1;0;5
694;Dr. Nathan Ramos;Feminino;1994-09-21;30;Viúvo(a);Coordenador de Marketing;Tecnologia da Informação;2015-10-11;7017.11;Estágio;Ensino Médio;Ativo;Ribeiro;DF;Não;0.9;10;7
695;Cauã Silveira;Outro;1999-11-02;25;Solteiro(a);Auxiliar de Logística;Financeiro;2016-09-16;2137.12;Estágio;Pós-graduação;Ativo;Barros da Mata;RS;Não;1.2;2;3
696;Breno da Rosa;Masculino;1984-05-07;41;Divorciado(a);Designer Gráfico;Tecnologia da Informação;2023-06-01;4065.85;CLT;Superior Completo;Ativo;Campos;BA;Não;5.8;0;9
697;Yuri Barros;Masculino;1988-09-20;36;Casado(a);Contador;Financeiro;2001-06-05;4299.11;Temporário;Superior Incompleto;Ativo;Pinto;RJ;Não;0.1;14;10
698;Sr. Nicolas Pires;Masculino;1997-06-12;27;Divorciado(a);Assistente Administrativo;Financeiro;2008-05-24;2275.99;PJ;Superior Completo;Ativo;Cardoso de da Mota;SP;Não;3.1;3;8
699;Marcos Vinicius Pinto;Outro;2002-12-26;22;Viúvo(a);Assistente Administrativo;Financeiro;2010-04-20;2004.05;Estágio;Ensino Médio;Desligado;Oliveira dos Dourados;MG;Sim;8.5;7;1
700;Luiz Otávio Caldeira;Masculino;1982-09-14;42;Viúvo(a);Contador;Marketing;2012-10-13;5960.97;PJ;Ensino Médio;Desligado;da Cunha;BA;Não;6.8;11;12
701;Anthony Rodrigues;Feminino;1968-04-06;57;Solteiro(a);Estagiário de TI;Administrativo;2021-07-26;1369.82;PJ;Pós-graduação;Ativo;Barbosa do Galho;MG;Não;7.5;18;1
702;Amanda Peixoto;Outro;1965-01-20;60;Divorciado(a);Analista Financeiro;Administrativo;2023-09-10;3327.39;PJ;Pós-graduação;Desligado;Mendes da Prata;PR;Sim;2.1;6;0
703;Matheus da Luz;Feminino;1971-03-04;54;Solteiro(a);Gerente de Projetos;Financeiro;2009-10-22;11751.99;Estágio;Superior Incompleto;Ativo;Almeida de Alves;RJ;Não;9.7;5;1
704;Ian Araújo;Masculino;1978-08-10;46;Divorciado(a);Designer Gráfico;Financeiro;2022-11-15;4448.54;Estágio;Superior Incompleto;Ativo;Nogueira de Porto;RJ;Sim;4.0;9;5
705;Dra. Sarah Barbosa;Outro;1978-02-20;47;Viúvo(a);Desenvolvedor;Financeiro;2001-03-21;6594.69;Estágio;Superior Completo;Desligado;Souza de Teixeira;BA;Sim;1.2;2;3
706;Juliana Pereira;Feminino;1998-02-08;27;Casado(a);Analista de RH;Logística;2006-08-31;3359.47;Estágio;Superior Completo;Ativo;Santos;GO;Sim;3.8;20;13
707;Nina Jesus;Feminino;1977-10-23;47;Casado(a);Desenvolvedor;Marketing;2023-11-05;4190.49;PJ;Pós-graduação;Ativo;da Mata;PE;Não;0.6;18;3
708;Dr. Marcos Vinicius da Mata;Masculino;2001-04-15;24;Solteiro(a);Gerente de Projetos;Logística;2020-02-05;10476.08;CLT;Pós-graduação;Desligado;da Conceição;RJ;Sim;1.3;6;5
709;Matheus Costela;Masculino;1973-10-02;51;Divorciado(a);Analista de RH;Recursos Humanos;2025-02-05;3969.89;Temporário;Superior Completo;Ativo;Melo do Sul;PE;Sim;2.5;1;9
710;Luiz Felipe Nunes;Outro;1971-10-25;53;Viúvo(a);Gerente de Projetos;Logística;2001-11-29;9452.21;Temporário;Superior Completo;Ativo;Souza;RJ;Sim;2.4;6;4
711;Dr. Thomas Ramos;Feminino;1993-07-16;31;Casado(a);Gerente de Projetos;Logística;2002-12-27;9760.35;Temporário;Superior Completo;Ativo;Azevedo de das Neves;GO;Não;0.7;8;8
712;Paulo Lima;Feminino;1997-05-13;28;Casado(a);Contador;Financeiro;2001-09-03;3708.14;Temporário;Pós-graduação;Ativo;Jesus;DF;Sim;0.7;8;6
713;João Lucas Moraes;Outro;1990-12-08;34;Divorciado(a);Designer Gráfico;Administrativo;2021-09-26;3901.21;PJ;Pós-graduação;Ativo;da Rosa do Galho;BA;Não;3.8;19;7
714;Kaique Lopes;Masculino;1999-01-14;26;Divorciado(a);Desenvolvedor;Logística;2015-01-19;4329.97;Estágio;Ensino Médio;Desligado;Porto;RJ;Não;9.1;8;4
715;Valentina Souza;Masculino;1973-04-19;52;Divorciado(a);Analista de RH;Recursos Humanos;2017-12-10;3065.73;PJ;Pós-graduação;Ativo;da Rosa Verde;RJ;Sim;5.3;9;15
716;Samuel Barbosa;Masculino;1988-03-05;37;Divorciado(a);Designer Gráfico;Marketing;2012-02-03;3737.62;CLT;Ensino Médio;Ativo;Farias;BA;Não;1.8;17;12
717;Heloísa Azevedo;Feminino;1977-03-19;48;Casado(a);Coordenador de Marketing;Recursos Humanos;2023-03-16;6903.3;PJ;Superior Incompleto;Ativo;Martins Verde;PE;Não;0.5;20;11
718;Lara Pereira;Outro;1989-10-30;35;Casado(a);Designer Gráfico;Financeiro;2010-08-09;4001.54;PJ;Pós-graduação;Desligado;Dias;CE;Não;2.8;13;7
719;Bruna Fernandes;Feminino;1988-10-21;36;Solteiro(a);Coordenador de Marketing;Financeiro;2010-03-23;7197.02;CLT;Ensino Médio;Ativo;da Costa;RS;Sim;1.7;1;2
720;Esther Moura;Outro;1977-03-30;48;Divorciado(a);Estagiário de TI;Financeiro;2019-09-27;1685.01;CLT;Pós-graduação;Ativo;Lopes;CE;Não;5.2;17;3
721;Benício Alves;Feminino;2000-03-05;25;Solteiro(a);Designer Gráfico;Tecnologia da Informação;2010-05-21;4348.51;CLT;Pós-graduação;Desligado;da Costa;RS;Sim;6.1;5;7
722;Dr. Cauã da Cruz;Masculino;1982-03-01;43;Solteiro(a);Auxiliar de Logística;Tecnologia da Informação;2015-02-02;1859.58;CLT;Pós-graduação;Desligado;Rezende;PE;Sim;3.7;3;10
723;Yasmin Almeida;Outro;1998-05-14;27;Casado(a);Estagiário de TI;Recursos Humanos;2023-04-19;1374.04;Estágio;Superior Completo;Desligado;Ramos;RS;Sim;7.4;18;12
724;Maysa Mendes;Masculino;1966-04-29;59;Divorciado(a);Estagiário de TI;Recursos Humanos;2016-01-09;1761.25;Estágio;Ensino Médio;Desligado;Azevedo;SP;Não;3.3;11;3
725;Dr. Enzo Freitas;Masculino;1998-09-10;26;Divorciado(a);Gerente de Projetos;Financeiro;2015-04-17;8772.66;CLT;Pós-graduação;Desligado;Fogaça;RS;Sim;5.3;4;13
726;Ana Clara Vieira;Masculino;1992-02-03;33;Viúvo(a);Analista de RH;Tecnologia da Informação;2011-09-08;3654.17;Temporário;Superior Incompleto;Desligado;Cunha;PE;Não;3.0;13;5
727;Murilo Nogueira;Outro;1998-06-26;26;Divorciado(a);Desenvolvedor;Financeiro;2022-03-09;5968.84;Estágio;Superior Incompleto;Ativo;Freitas da Praia;BA;Não;0.1;6;3
728;Sra. Maria Eduarda Pires;Masculino;1984-02-27;41;Divorciado(a);Analista de RH;Tecnologia da Informação;2007-12-23;3091.82;Temporário;Ensino Médio;Ativo;Nogueira Grande;RS;Não;9.6;8;3
729;Gabriela Caldeira;Feminino;1969-11-05;55;Viúvo(a);Estagiário de TI;Financeiro;2003-02-11;1679.89;PJ;Superior Completo;Desligado;Rezende;DF;Não;1.3;3;0
730;Sra. Ana Clara Costela;Masculino;1983-11-29;41;Casado(a);Auxiliar de Logística;Logística;2023-03-21;1509.55;PJ;Ensino Médio;Desligado;Gomes;PE;Sim;4.3;9;9
731;Yasmin Gomes;Feminino;1982-10-10;42;Solteiro(a);Contador;Tecnologia da Informação;2025-03-21;5044.03;PJ;Superior Incompleto;Desligado;Jesus;RJ;Não;9.9;7;13
732;Breno Gonçalves;Masculino;1999-04-18;26;Viúvo(a);Desenvolvedor;Administrativo;2017-02-10;6191.37;PJ;Superior Incompleto;Ativo;Nascimento;RS;Sim;1.3;1;8
733;Isabelly da Costa;Masculino;1971-04-22;54;Casado(a);Contador;Recursos Humanos;2002-12-09;5041.17;CLT;Ensino Médio;Desligado;Melo da Prata;PE;Não;7.0;7;7
734;Stephany Nogueira;Feminino;1976-07-09;48;Viúvo(a);Analista Financeiro;Recursos Humanos;2003-08-21;4019.73;CLT;Superior Completo;Ativo;das Neves;PR;Não;2.8;11;13
735;Dr. Luiz Otávio Nascimento;Masculino;1993-09-16;31;Divorciado(a);Analista de RH;Tecnologia da Informação;2001-08-27;2561.33;CLT;Superior Completo;Ativo;Moraes da Mata;PR;Não;2.8;19;3
736;Vinicius Carvalho;Feminino;2002-11-26;22;Casado(a);Coordenador de Marketing;Financeiro;2011-12-29;5772.53;Temporário;Ensino Médio;Ativo;Campos de da Rocha;SP;Sim;3.3;11;11
737;Lucas Correia;Masculino;1964-05-14;61;Divorciado(a);Assistente Administrativo;Logística;2004-03-04;2068.83;CLT;Superior Incompleto;Ativo;Melo;SP;Sim;1.9;14;3
738;Henrique da Cruz;Masculino;2002-04-11;23;Divorciado(a);Coordenador de Marketing;Administrativo;2012-10-30;6159.69;PJ;Superior Incompleto;Ativo;das Neves das Flores;MG;Sim;4.2;8;11
739;Vicente Barbosa;Feminino;1980-09-02;44;Viúvo(a);Desenvolvedor;Financeiro;2004-05-13;4203.13;Estágio;Ensino Médio;Ativo;Porto;GO;Não;7.0;4;9
740;Samuel Martins;Masculino;1987-07-18;37;Solteiro(a);Assistente Administrativo;Administrativo;2021-04-28;2370.17;Estágio;Ensino Médio;Ativo;da Mata de Minas;CE;Não;5.6;12;12
741;Letícia Rocha;Outro;1985-08-28;39;Divorciado(a);Assistente Administrativo;Tecnologia da Informação;2000-05-26;1802.52;PJ;Ensino Médio;Desligado;Farias da Praia;DF;Não;3.0;7;9
742;Sr. Enzo Gabriel Aragão;Outro;1989-04-19;36;Divorciado(a);Estagiário de TI;Recursos Humanos;2001-06-18;1302.67;CLT;Superior Incompleto;Desligado;Ribeiro do Sul;SP;Sim;9.4;8;4
743;Calebe Nogueira;Feminino;1980-03-16;45;Solteiro(a);Assistente Administrativo;Tecnologia da Informação;2008-11-23;2174.22;CLT;Superior Completo;Desligado;Azevedo;BA;Sim;9.5;17;8
744;Sr. Miguel Cardoso;Outro;1976-01-19;49;Casado(a);Contador;Logística;2004-07-11;4237.24;CLT;Ensino Médio;Desligado;da Rocha;RS;Não;1.8;0;3
745;Mariane Jesus;Outro;1969-12-15;55;Viúvo(a);Coordenador de Marketing;Administrativo;2020-07-02;6720.07;PJ;Pós-graduação;Ativo;Monteiro do Sul;BA;Não;2.0;20;12
746;Alícia Ribeiro;Masculino;1973-12-17;51;Viúvo(a);Assistente Administrativo;Administrativo;2018-05-01;2308.4;Temporário;Superior Incompleto;Desligado;Teixeira de Castro;RJ;Não;1.8;5;5
747;Daniela da Cruz;Masculino;1988-10-07;36;Viúvo(a);Gerente de Projetos;Administrativo;2024-05-26;8410.22;Temporário;Superior Incompleto;Ativo;Moraes da Prata;PE;Sim;0.7;2;13
748;Heitor Silva;Masculino;1979-08-08;45;Viúvo(a);Contador;Recursos Humanos;2025-04-14;5310.77;PJ;Ensino Médio;Ativo;Costa Paulista;PE;Não;0.2;0;1
749;Thiago Campos;Masculino;1968-09-13;56;Casado(a);Desenvolvedor;Marketing;2023-07-02;4427.91;CLT;Ensino Médio;Ativo;da Luz do Sul;DF;Não;8.5;2;6
750;João Ribeiro;Masculino;2000-08-20;24;Viúvo(a);Designer Gráfico;Financeiro;2014-08-13;4186.29;Temporário;Superior Completo;Desligado;Viana;MG;Sim;0.6;8;3
751;Sophia Dias;Masculino;1969-09-17;55;Solteiro(a);Desenvolvedor;Logística;2001-04-30;4890.22;Estágio;Superior Incompleto;Ativo;Moraes;RS;Sim;2.3;12;4
752;Kevin Carvalho;Feminino;1990-01-09;35;Divorciado(a);Assistente Administrativo;Administrativo;2014-12-24;2069.32;CLT;Pós-graduação;Ativo;Melo da Serra;RJ;Sim;1.0;9;11
753;Anthony da Luz;Masculino;1992-02-28;33;Divorciado(a);Desenvolvedor;Marketing;2018-11-11;6769.96;CLT;Ensino Médio;Ativo;Rodrigues de Minas;MG;Não;5.3;19;5
754;Ana Beatriz Barros;Outro;1995-11-28;29;Viúvo(a);Gerente de Projetos;Administrativo;2009-11-23;10435.8;Temporário;Superior Completo;Ativo;Nogueira;PR;Não;6.6;8;2
755;Valentina Ferreira;Masculino;1987-01-08;38;Casado(a);Gerente de Projetos;Marketing;2014-03-25;7738.9;Estágio;Pós-graduação;Ativo;Jesus da Prata;RJ;Não;9.6;8;4
756;João Guilherme Gomes;Masculino;1989-12-21;35;Divorciado(a);Gerente de Projetos;Tecnologia da Informação;2017-02-27;10837.68;Temporário;Superior Completo;Desligado;Moura da Prata;PE;Não;6.9;13;10
757;Isabel Gomes;Masculino;1988-03-24;37;Casado(a);Contador;Financeiro;2000-10-09;4873.35;Estágio;Superior Incompleto;Desligado;Araújo Alegre;RJ;Não;5.3;7;2
758;Emanuelly Caldeira;Masculino;1975-01-24;50;Divorciado(a);Analista de RH;Tecnologia da Informação;2010-11-23;3990.86;CLT;Superior Completo;Desligado;Nogueira;MG;Sim;0.6;11;11
759;Julia Vieira;Masculino;1973-01-15;52;Divorciado(a);Analista Financeiro;Tecnologia da Informação;2025-05-04;4670.5;Estágio;Superior Incompleto;Ativo;Farias da Praia;RS;Sim;7.5;3;4
760;Sr. Luigi Farias;Feminino;1968-07-08;56;Solteiro(a);Contador;Marketing;2014-05-07;3635.21;CLT;Ensino Médio;Desligado;Cardoso Grande;GO;Sim;0.3;11;4
761;Maria Clara da Conceição;Masculino;1970-01-26;55;Casado(a);Desenvolvedor;Recursos Humanos;2024-11-21;5707.55;Estágio;Superior Incompleto;Ativo;Moraes de Melo;CE;Sim;7.5;9;15
762;Lorena Fogaça;Feminino;1973-01-14;52;Divorciado(a);Analista Financeiro;Administrativo;2020-11-17;4390.49;Temporário;Ensino Médio;Ativo;Melo;SP;Sim;6.0;5;5
763;Gustavo Porto;Masculino;1994-11-10;30;Viúvo(a);Contador;Administrativo;2016-02-05;5870.6;Estágio;Superior Completo;Desligado;Moura;RS;Não;9.3;8;2
764;Maria Sophia Souza;Outro;1970-03-12;55;Viúvo(a);Gerente de Projetos;Administrativo;2018-01-05;8059.32;CLT;Superior Incompleto;Desligado;da Rocha do Galho;MG;Sim;8.2;14;15
765;Dr. Pietro Cunha;Feminino;1997-02-28;28;Viúvo(a);Contador;Tecnologia da Informação;2024-07-27;3636.68;Temporário;Pós-graduação;Ativo;Barros do Sul;PR;Sim;1.0;11;10
766;Sra. Amanda Moraes;Masculino;1980-07-20;44;Casado(a);Coordenador de Marketing;Tecnologia da Informação;2002-03-22;6395.49;CLT;Superior Incompleto;Ativo;Cardoso;PR;Sim;5.5;20;1
767;Bruno da Luz;Masculino;1969-01-29;56;Divorciado(a);Desenvolvedor;Logística;2017-09-02;5694.39;Estágio;Ensino Médio;Ativo;Peixoto do Amparo;BA;Sim;9.4;0;11
768;Augusto Rocha;Feminino;1967-11-05;57;Viúvo(a);Estagiário de TI;Tecnologia da Informação;2022-10-31;1388.68;Estágio;Superior Completo;Ativo;da Mota;RJ;Não;4.1;16;3
769;Gabriel Nunes;Outro;1968-04-17;57;Casado(a);Analista de RH;Logística;2014-06-27;3694.1;Estágio;Ensino Médio;Desligado;Fernandes de Gonçalves;MG;Sim;6.8;2;2
770;Enrico Duarte;Outro;1978-02-24;47;Casado(a);Assistente Administrativo;Administrativo;2009-02-15;2257.95;PJ;Superior Completo;Desligado;Moura;MG;Não;2.9;19;13
771;Luiz Fernando Peixoto;Masculino;1988-01-28;37;Viúvo(a);Assistente Administrativo;Tecnologia da Informação;2001-04-11;2497.91;CLT;Superior Incompleto;Desligado;da Mota da Mata;RJ;Sim;1.4;9;2
772;Lavínia Viana;Feminino;2003-04-22;22;Solteiro(a);Analista Financeiro;Marketing;2016-08-25;3339.44;Temporário;Superior Incompleto;Ativo;Farias;PR;Não;3.5;2;5
773;Enzo da Conceição;Outro;1978-07-08;46;Viúvo(a);Coordenador de Marketing;Financeiro;2020-02-07;7924.69;Estágio;Superior Incompleto;Ativo;Vieira;GO;Não;0.4;9;12
774;Stella Viana;Feminino;2003-05-13;22;Casado(a);Analista Financeiro;Marketing;2015-09-23;4024.96;Temporário;Superior Completo;Ativo;Silveira de Barros;PE;Não;2.6;1;1
775;Vitória Moreira;Outro;1973-02-18;52;Casado(a);Estagiário de TI;Recursos Humanos;2014-10-28;1292.74;CLT;Superior Completo;Desligado;Rodrigues;MG;Não;8.5;7;12
776;Dra. Eloah Azevedo;Feminino;1999-10-27;25;Solteiro(a);Auxiliar de Logística;Financeiro;2011-05-13;1827.94;Estágio;Ensino Médio;Ativo;da Mota da Praia;MG;Sim;9.2;12;13
777;Sr. Nicolas Castro;Masculino;2003-01-11;22;Viúvo(a);Auxiliar de Logística;Recursos Humanos;2009-08-23;1722.1;Estágio;Superior Incompleto;Desligado;Martins;RJ;Não;4.5;17;4
778;Maria Julia Rodrigues;Feminino;1994-06-18;30;Casado(a);Assistente Administrativo;Marketing;2008-11-22;2197.74;Estágio;Ensino Médio;Desligado;Nunes das Pedras;PE;Não;2.1;6;0
779;Ana Júlia Freitas;Outro;1986-04-23;39;Viúvo(a);Coordenador de Marketing;Marketing;2017-06-17;6724.91;CLT;Superior Incompleto;Ativo;Alves;PR;Não;0.8;14;13
780;Luiz Gustavo Nogueira;Outro;2003-10-29;21;Casado(a);Coordenador de Marketing;Tecnologia da Informação;2016-01-05;7406.92;CLT;Pós-graduação;Desligado;Campos da Praia;PR;Sim;2.0;13;15
781;Dra. Sofia Sales;Feminino;1985-01-16;40;Casado(a);Contador;Marketing;2024-01-26;5781.49;Estágio;Ensino Médio;Ativo;Rezende;RJ;Sim;3.2;10;0
782;Maysa Barbosa;Masculino;2004-06-23;20;Viúvo(a);Gerente de Projetos;Financeiro;2016-12-05;11321.51;CLT;Pós-graduação;Desligado;Jesus;DF;Sim;9.9;4;14
783;Ana Carolina Azevedo;Outro;1966-12-25;58;Solteiro(a);Analista de RH;Tecnologia da Informação;2005-12-24;3618.56;PJ;Pós-graduação;Ativo;Vieira do Sul;GO;Não;2.2;6;6
784;Sr. Calebe Rezende;Outro;1981-07-24;43;Solteiro(a);Auxiliar de Logística;Marketing;2000-05-27;1511.33;Temporário;Ensino Médio;Desligado;Gonçalves;CE;Não;4.1;11;13
785;Juan Moreira;Outro;1988-07-17;36;Divorciado(a);Desenvolvedor;Tecnologia da Informação;2016-01-13;5376.47;Temporário;Superior Incompleto;Ativo;Cavalcanti;DF;Não;3.8;13;9
786;Isabella da Rosa;Outro;1985-09-20;39;Solteiro(a);Desenvolvedor;Recursos Humanos;2024-11-26;4268.91;CLT;Pós-graduação;Ativo;Barros Verde;CE;Sim;6.3;16;1
787;Eloah Mendes;Outro;1964-08-18;60;Divorciado(a);Contador;Tecnologia da Informação;2015-10-31;4057.2;Estágio;Pós-graduação;Ativo;Cavalcanti;RS;Não;9.5;11;14
788;Diogo Moraes;Feminino;1993-02-20;32;Viúvo(a);Analista de RH;Marketing;2020-08-05;3673.29;Temporário;Superior Completo;Desligado;Novaes da Prata;PR;Não;6.7;0;13
789;Luna Silva;Masculino;1979-05-31;45;Solteiro(a);Analista de RH;Tecnologia da Informação;2012-01-20;3685.77;Temporário;Superior Completo;Ativo;Mendes;GO;Não;2.4;12;6
790;Rebeca da Rosa;Outro;1991-05-03;34;Viúvo(a);Analista de RH;Logística;2016-09-16;3143.65;Estágio;Superior Incompleto;Desligado;da Paz de Fernandes;BA;Sim;4.4;3;4
791;Lorenzo Gonçalves;Outro;1971-03-20;54;Solteiro(a);Designer Gráfico;Financeiro;2018-10-02;4233.15;Temporário;Superior Incompleto;Desligado;Rodrigues;RS;Sim;0.9;13;0
792;Ian da Mata;Outro;1998-08-28;26;Casado(a);Analista de RH;Logística;2005-03-09;3561.36;CLT;Pós-graduação;Ativo;Fogaça;MG;Não;6.3;11;5
793;João Lucas Costela;Masculino;1967-03-15;58;Casado(a);Coordenador de Marketing;Tecnologia da Informação;2000-08-12;6373.96;PJ;Pós-graduação;Desligado;Fernandes;SP;Não;0.8;4;0
794;Noah Costela;Outro;1967-12-10;57;Solteiro(a);Desenvolvedor;Financeiro;2014-12-15;6781.6;CLT;Ensino Médio;Ativo;Caldeira do Norte;PR;Não;8.9;2;2
795;Sophia Cardoso;Feminino;1987-06-21;37;Divorciado(a);Assistente Administrativo;Financeiro;2008-09-19;1870.47;CLT;Pós-graduação;Ativo;Pires Grande;CE;Sim;2.1;13;12
796;Diego Moraes;Feminino;1996-07-30;28;Viúvo(a);Gerente de Projetos;Tecnologia da Informação;2002-12-01;8493.77;PJ;Ensino Médio;Ativo;Silva;BA;Não;4.8;19;0
797;Ana Clara Nascimento;Masculino;1965-01-18;60;Divorciado(a);Desenvolvedor;Tecnologia da Informação;2009-01-24;5818.33;CLT;Superior Incompleto;Ativo;da Paz;BA;Sim;9.0;0;10
798;Mariane Azevedo;Masculino;1967-01-07;58;Casado(a);Desenvolvedor;Administrativo;2021-03-15;6074.81;PJ;Superior Completo;Desligado;Nascimento;CE;Sim;9.5;11;9
799;Lucas Teixeira;Feminino;1989-08-20;35;Viúvo(a);Contador;Logística;2007-05-31;5865.86;PJ;Superior Completo;Ativo;Caldeira;RS;Não;9.6;3;9
800;Vitor Gabriel Oliveira;Masculino;1994-10-02;30;Casado(a);Analista Financeiro;Financeiro;2008-12-23;4765.71;Estágio;Superior Completo;Desligado;Monteiro;GO;Sim;6.1;13;6
801;Leonardo Vieira;Outro;1988-08-15;36;Divorciado(a);Auxiliar de Logística;Administrativo;2013-04-10;2073.54;Estágio;Superior Incompleto;Ativo;Santos da Mata;DF;Não;5.9;9;11
802;Paulo Silveira;Feminino;1974-04-02;51;Solteiro(a);Desenvolvedor;Tecnologia da Informação;2013-01-02;6427.12;Estágio;Superior Incompleto;Desligado;Aragão;RS;Sim;2.2;11;11
803;Melissa da Luz;Masculino;1981-08-02;43;Divorciado(a);Desenvolvedor;Recursos Humanos;2014-06-07;4955.77;CLT;Superior Completo;Ativo;Vieira Alegre;CE;Não;9.0;17;2
804;Kaique Aragão;Feminino;1976-04-07;49;Divorciado(a);Designer Gráfico;Tecnologia da Informação;2003-01-15;3696.35;CLT;Superior Completo;Ativo;Alves do Sul;GO;Não;6.8;13;10
805;Alexandre Martins;Feminino;1990-10-27;34;Casado(a);Assistente Administrativo;Recursos Humanos;2000-10-21;2361.91;Estágio;Ensino Médio;Desligado;Pereira de Minas;PE;Sim;1.2;5;10
806;João Miguel Gomes;Outro;1993-12-31;31;Viúvo(a);Assistente Administrativo;Logística;2009-01-30;1814.89;CLT;Ensino Médio;Desligado;Gonçalves;PR;Sim;8.4;12;1
807;Vitória Monteiro;Outro;2000-07-23;24;Solteiro(a);Auxiliar de Logística;Administrativo;2010-09-19;1511.39;Estágio;Ensino Médio;Desligado;Dias dos Dourados;PR;Não;3.2;11;12
808;Sra. Maria Luiza Mendes;Masculino;2005-05-08;20;Divorciado(a);Analista Financeiro;Logística;2002-01-02;3094.15;Temporário;Pós-graduação;Desligado;Cunha da Prata;RJ;Não;9.4;3;0
809;Larissa Sales;Masculino;1988-05-29;36;Solteiro(a);Analista de RH;Tecnologia da Informação;2018-07-16;2657.7;Temporário;Pós-graduação;Ativo;Almeida do Norte;MG;Sim;1.9;11;0
810;Maysa Silva;Outro;1967-01-12;58;Solteiro(a);Coordenador de Marketing;Recursos Humanos;2010-09-01;4887.81;Temporário;Ensino Médio;Desligado;Duarte;BA;Não;2.7;5;4
811;Milena da Cunha;Outro;2002-11-03;22;Viúvo(a);Desenvolvedor;Tecnologia da Informação;2012-02-06;4958.0;PJ;Pós-graduação;Desligado;Viana;RJ;Sim;5.8;15;8
812;Mirella Castro;Feminino;1972-07-29;52;Viúvo(a);Assistente Administrativo;Recursos Humanos;2010-11-10;1984.67;Temporário;Ensino Médio;Desligado;Fernandes;DF;Sim;6.6;6;2
813;Bianca Alves;Masculino;1990-10-31;34;Viúvo(a);Analista de RH;Tecnologia da Informação;2012-05-27;2519.69;PJ;Pós-graduação;Desligado;da Paz;RS;Não;1.0;6;10
814;Vinicius da Rocha;Feminino;2002-06-21;22;Viúvo(a);Gerente de Projetos;Logística;2008-08-01;7528.3;PJ;Superior Incompleto;Desligado;Costela do Amparo;PE;Não;8.7;16;6
815;Daniela Costa;Feminino;1979-03-27;46;Casado(a);Desenvolvedor;Marketing;2024-02-08;5269.28;Temporário;Ensino Médio;Ativo;da Mata Paulista;CE;Sim;7.5;7;0
816;Bryan Araújo;Feminino;1975-07-24;49;Casado(a);Coordenador de Marketing;Recursos Humanos;2010-03-30;6166.84;Estágio;Superior Completo;Desligado;Melo;RJ;Sim;3.5;6;4
817;Caio Cunha;Feminino;1982-02-01;43;Viúvo(a);Estagiário de TI;Marketing;2023-08-29;1231.89;Temporário;Superior Completo;Ativo;Porto;SP;Não;7.3;13;6
818;Sra. Maitê Ferreira;Feminino;1968-05-31;56;Casado(a);Contador;Tecnologia da Informação;2003-02-14;4985.12;Estágio;Pós-graduação;Ativo;da Paz da Mata;SP;Sim;9.6;7;3
819;Matheus Vieira;Masculino;1972-10-13;52;Solteiro(a);Designer Gráfico;Marketing;2012-07-22;3205.9;CLT;Superior Completo;Ativo;Carvalho;GO;Não;3.9;3;7
820;Calebe Moreira;Outro;2002-09-06;22;Divorciado(a);Analista Financeiro;Tecnologia da Informação;2025-01-28;3342.06;PJ;Superior Completo;Desligado;Cavalcanti;GO;Não;7.3;3;5
821;Mirella Ferreira;Outro;1994-03-06;31;Viúvo(a);Coordenador de Marketing;Administrativo;2008-08-05;5335.17;Temporário;Ensino Médio;Ativo;Cunha da Mata;MG;Não;9.0;4;0
